Telefono,Cessata,PEC,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,0,1,702.18,0,0.0,0.0,6,1021.0,4,702.1800000000001,980,4,0,0,31010,0,0.0,0.0
0,0,0,196.81,0,0.0,0.0,0,0.0,1,196.81,524,1,0,1,31100,0,0.0,0.0
1,0,0,257.13,0,0.0,0.0,2,285.71,1,257.13,920,1,1,0,36056,0,0.0,0.0
0,0,0,118.00999999999999,2,43.53,43.53,0,0.0,2,118.00999999999999,1728,2,0,0,80047,0,1000.0,1.0
1,0,0,166.44,0,0.0,0.0,0,0.0,2,166.44,889,2,1,1,31013,0,0.0,0.0
1,0,0,228.74,0,0.0,0.0,2,166.44,1,228.74,721,1,0,0,31013,0,0.0,0.0
1,0,0,575.94,2,3980.3,3980.3,0,0.0,4,575.94,980,4,0,0,31050,0,1000.0,1.0
1,0,0,1341.2,1,763.52,763.52,0,0.0,4,1341.2,1152,4,0,0,31056,0,1000.0,1.0
1,0,1,1325.22,3,1352.39,1057.36,0,0.0,3,1325.22,980,3,1,0,31040,0,1000.0,0.7818454735690147
1,0,1,592.1400000000001,5,2295.43,1541.12,2,757.36,2,592.1400000000001,954,2,0,0,31040,0,2.0348579275377627,0.6713861890800417
1,0,0,324.21,1,479.18,479.18,0,0.0,2,324.21,524,2,0,0,31048,0,1000.0,1.0
1,0,0,374.53,3,803.39,803.39,0,0.0,2,374.53,812,2,0,0,31048,0,1000.0,1.0
0,0,0,1286.97,9,1293.46,1293.46,0,0.0,4,1286.97,993,4,0,0,60126,0,1000.0,1.0
0,0,1,389.63,13,2580.43,2580.43,0,0.0,4,389.63,1046,4,0,0,60126,0,1000.0,1.0
0,0,0,535.61,17,2970.06,2970.06,0,0.0,2,535.61,833,2,0,0,60126,0,1000.0,1.0
1,0,0,625.9,2,411.9,284.2,0,0.0,4,625.9000000000001,980,4,0,0,31033,0,1000.0,0.6899732944889536
1,0,0,659.2,0,0.0,0.0,11,1486.63,5,659.2,1152,5,1,0,31040,0,0.0,0.0
1,0,1,371.05,1,100.18,100.18,5,572.98,3,371.05,1152,3,1,0,31050,0,0.1748403085622535,1.0
1,0,1,148.18,1,49.18,49.18,9,1044.21,1,148.18,833,1,0,0,31050,0,0.047097805996878024,1.0
1,0,0,1165.42,1,253.1,253.1,0,0.0,1,1165.42,993,1,0,0,31015,0,1000.0,1.0
1,0,0,804.84,2,1418.52,1418.52,0,0.0,2,804.84,954,2,0,0,31015,0,1000.0,1.0
0,0,0,3793.2999999999997,7,3249.58,3249.58,0,0.0,4,3793.3,993,4,0,0,31030,0,1000.0,1.0
1,0,0,279.53999999999996,0,0.0,0.0,0,0.0,2,279.53999999999996,833,2,0,1,31011,0,0.0,0.0
1,0,0,1057.34,0,0.0,0.0,0,0.0,2,1057.34,815,2,0,1,31040,0,0.0,0.0
1,0,0,708.84,2,1057.34,870.69,0,0.0,3,708.84,1003,3,0,0,31040,0,1000.0,0.8234721092553011
1,0,0,353.15,0,0.0,0.0,0,0.0,1,353.15,441,1,0,1,31030,0,0.0,0.0
1,0,1,1338.69,0,0.0,0.0,1,566.18,1,1338.69,815,1,0,0,31030,0,0.0,0.0
0,0,0,150.03,0,0.0,0.0,0,0.0,1,150.03,1593,1,0,1,31100,0,0.0,0.0
1,0,0,172.18,0,0.0,0.0,0,0.0,1,172.18,1197,1,0,1,31022,0,0.0,0.0
0,0,0,89.57,0,0.0,0.0,0,0.0,1,89.57,524,1,0,1,36022,0,0.0,0.0
1,0,1,2203.2499999999995,0,0.0,0.0,5,689.42,13,2203.25,1555,13,0,0,31041,0,0.0,0.0
1,0,0,139.04,0,0.0,0.0,0,0.0,1,139.04,441,1,1,1,31040,0,0.0,0.0
1,0,0,704.5799999999999,0,0.0,0.0,0,0.0,2,704.5799999999999,980,2,0,1,31049,0,0.0,0.0
1,0,0,1003.1700000000001,2,704.58,704.58,0,0.0,3,1003.1700000000001,1197,3,0,0,31049,0,1000.0,1.0
0,0,0,379.9,2,334.94,334.94,0,0.0,2,379.9,980,2,0,0,31040,0,1000.0,1.0
0,0,0,145.8,4,714.84,714.84,0,0.0,1,145.8,489,1,0,0,31040,0,1000.0,1.0
0,0,0,510.21999999999997,5,611.39,611.39,0,0.0,5,510.22,815,5,0,0,31015,0,1000.0,1.0
1,0,0,1584.9599999999998,4,896.0,629.14,2,105.56,5,1584.96,1410,5,0,0,31010,0,5.960022735884805,0.7021651785714286
1,0,0,297.34000000000003,0,0.0,0.0,0,0.0,2,297.34000000000003,1152,2,1,1,31038,0,0.0,0.0
1,0,0,4299.04,8,7357.47,7357.47,2,148.0,4,4299.04,993,4,1,0,31033,0,49.71263513513514,1.0
1,0,0,462.98,0,0.0,0.0,0,0.0,1,462.98,646,1,0,1,31058,0,0.0,0.0
1,0,0,2157.59,2,1506.74,1506.74,0,0.0,3,2157.59,815,3,0,0,36022,0,1000.0,1.0
1,0,0,231.34,0,0.0,0.0,0,0.0,1,231.34,833,1,1,1,31058,0,0.0,0.0
0,0,0,748.23,0,0.0,0.0,1,87.1,3,748.23,1152,3,0,0,31021,0,0.0,0.0
1,0,0,768.88,0,0.0,0.0,1,114.65,2,768.88,980,2,0,0,31044,0,0.0,0.0
1,0,0,192.43,0,0.0,0.0,0,0.0,1,192.43,441,1,1,1,31044,0,0.0,0.0
0,0,0,1133.98,1,422.13,422.13,0,0.0,5,1133.98,1152,5,0,0,31036,0,1000.0,1.0
0,0,0,448.6,6,1556.11,1556.11,0,0.0,2,448.6,833,2,0,0,31038,0,1000.0,1.0
0,0,1,709.16,0,0.0,0.0,1,330.36,2,709.16,1152,2,0,0,31020,0,0.0,0.0
1,0,0,791.26,0,0.0,0.0,3,533.57,4,791.26,1152,4,1,0,31022,0,0.0,0.0
0,0,0,466.91,0,0.0,0.0,0,0.0,1,466.91,441,1,0,1,31010,0,0.0,0.0
1,0,0,742.44,1,245.56,150.0,1,324.87,3,742.44,815,3,1,0,31011,0,0.46172315079878107,0.6108486724222186
1,0,0,280.92999999999995,3,742.44,742.44,2,570.43,6,280.93,1046,6,0,0,31011,0,1.3015444489244958,1.0
1,0,0,451.56,8,789.62,780.86,3,804.18,2,451.56,833,2,0,0,31011,0,0.9710015170732921,0.988906056077607
1,0,0,215.21,3,826.75,826.75,0,0.0,1,215.21,1410,1,0,0,31055,0,1000.0,1.0
1,0,0,364.12,3,1066.12,1066.12,0,0.0,1,364.12,524,1,0,0,31022,0,1000.0,1.0
0,0,0,620.09,0,0.0,0.0,0,0.0,5,620.09,882,5,0,1,30038,0,0.0,0.0
1,0,0,702.4799999999999,0,0.0,0.0,0,0.0,4,702.48,993,4,0,1,31031,0,0.0,0.0
1,0,0,217.36,4,702.48,702.48,0,0.0,1,217.36,833,1,0,0,31031,0,1000.0,1.0
1,0,0,65.4,0,0.0,0.0,0,0.0,1,65.4,357,1,1,1,31011,0,0.0,0.0
1,0,0,720.1,0,0.0,0.0,0,0.0,2,720.1,1736,2,1,1,31033,0,0.0,0.0
1,0,0,901.44,0,0.0,0.0,0,0.0,2,901.44,441,2,0,1,31056,0,0.0,0.0
1,0,0,1494.25,1,46.18,46.18,2,901.44,3,1566.15,833,2,0,0,31056,0,0.0512291444799432,1.0
1,0,0,71.9,1,46.18,46.18,2,901.44,3,1566.15,833,1,0,0,31056,0,0.0512291444799432,1.0
0,0,0,1884.4500000000003,0,0.0,0.0,0,0.0,5,1884.45,1274,5,1,1,35010,0,0.0,0.0
1,0,0,753.29,17,2768.71,2768.71,0,0.0,5,753.2900000000001,1152,5,0,0,31100,0,1000.0,1.0
1,0,0,169.72,22,3522.0,3522.0,0,0.0,2,169.72,833,2,0,0,31100,0,1000.0,1.0
0,0,0,287.09999999999997,0,0.0,0.0,0,0.0,2,287.09999999999997,1728,2,0,1,31036,0,0.0,0.0
1,0,0,189.69,0,0.0,0.0,0,0.0,1,189.69,1197,1,1,1,31059,0,0.0,0.0
1,0,1,1485.18,1,726.46,726.46,2,72.0,5,1857.69,980,3,1,0,31100,0,10.089722222222223,1.0
1,0,1,372.51,1,726.46,726.46,2,72.0,5,1857.69,635,2,1,0,31050,0,10.089722222222223,1.0
1,0,0,2572.14,0,0.0,0.0,0,0.0,1,2572.14,441,1,1,1,31033,0,0.0,0.0
1,0,1,5818.73,3,2146.77,2146.77,5,6289.11,10,5818.7300000000005,1410,10,0,0,31050,0,0.34134718584982615,1.0
1,0,1,639.97,11,7258.18,6912.21,7,6996.43,3,844.53,833,2,0,0,31050,0,0.9879624322690286,0.9523337806447346
1,0,1,204.56,11,7258.18,6912.21,7,6996.43,3,844.53,1197,1,0,0,31050,0,0.9879624322690286,0.9523337806447346
0,0,0,474.31,0,0.0,0.0,0,0.0,1,474.31,1593,1,0,1,30027,0,0.0,0.0
1,0,0,949.44,6,902.02,902.02,4,814.09,5,949.44,1152,5,0,0,31055,0,1.1080101708656291,1.0
1,0,0,203.68,0,0.0,0.0,0,0.0,2,203.68,1588,2,0,1,35017,0,0.0,0.0
1,0,0,314.28000000000003,0,0.0,0.0,0,0.0,4,314.28,675,4,0,1,31036,0,0.0,0.0
1,0,0,301.52,4,314.28,314.28,0,0.0,4,301.52,884,4,0,0,31036,0,1000.0,1.0
1,0,0,1408.76,3,1223.11,1223.11,0,0.0,3,1408.76,1930,3,0,0,31020,0,1000.0,1.0
1,0,0,2397.66,6,2631.87,2631.87,0,0.0,5,2397.66,1577,5,0,0,31020,0,1000.0,1.0
1,0,0,567.84,0,0.0,0.0,0,0.0,4,567.84,993,4,0,1,31033,0,0.0,0.0
1,0,0,388.47,0,0.0,0.0,0,0.0,1,388.47,833,1,1,1,31040,0,0.0,0.0
1,0,0,217.93,0,0.0,0.0,0,0.0,2,217.93,815,2,1,1,31049,0,0.0,0.0
1,0,0,581.48,0,0.0,0.0,0,0.0,1,581.48,1438,1,1,1,36060,0,0.0,0.0
0,0,1,452.95000000000005,2,1887.94,1887.94,0,0.0,3,452.95000000000005,1015,3,0,0,30037,0,1000.0,1.0
0,0,1,130.38,7,4182.33,4182.33,0,0.0,2,130.38,1003,2,0,0,30037,0,1000.0,1.0
0,0,0,1339.41,0,0.0,0.0,1,605.04,3,1339.41,980,3,0,0,31040,0,0.0,0.0
0,0,0,441.65,3,1339.41,1339.41,1,605.04,1,441.65,833,1,0,0,31040,0,2.2137544625148755,1.0
1,0,0,171.84,0,0.0,0.0,0,0.0,1,171.84,646,1,0,1,31050,0,0.0,0.0
1,0,0,1279.33,4,354.34,354.34,2,586.65,5,1578.5300000000002,993,4,0,0,30035,0,0.6040057956191937,1.0
1,0,0,299.2,4,354.34,354.34,2,586.65,5,1578.53,441,1,0,0,30035,0,0.6040057956191937,1.0
1,0,0,544.15,4,354.34,354.34,7,2165.18,4,1163.47,833,2,0,0,30035,0,0.16365383016654506,1.0
1,0,1,3631.6600000000003,0,0.0,0.0,0,0.0,4,3631.6600000000003,993,4,0,1,31033,0,0.0,0.0
1,0,1,1480.87,4,3631.66,3631.66,0,0.0,2,1480.87,833,2,0,0,31033,0,1000.0,1.0
1,0,1,165.24,0,0.0,0.0,0,0.0,1,165.24,646,1,0,1,31033,0,0.0,0.0
0,0,0,454.90999999999997,0,0.0,0.0,0,0.0,3,454.90999999999997,1015,3,0,1,31030,0,0.0,0.0
0,0,0,181.36,3,454.91,454.91,0,0.0,1,181.36,646,1,0,0,31030,0,1000.0,1.0
0,0,0,462.89,0,0.0,0.0,0,0.0,1,462.89,646,1,0,1,62015,0,0.0,0.0
1,0,0,1671.5,0,0.0,0.0,0,0.0,3,1671.5,815,3,1,1,31044,0,0.0,0.0
1,0,0,1118.65,3,1671.5,1119.63,0,0.0,2,1118.65,833,2,0,0,31044,0,1000.0,0.6698354771163626
1,0,0,265.24,3,132.14,103.45,0,0.0,1,265.24,1410,1,1,0,31036,0,1000.0,0.7828817920387469
1,0,0,825.0699999999999,0,0.0,0.0,0,0.0,4,825.07,1064,4,0,1,35010,0,0.0,0.0
1,0,0,2500.56,0,0.0,0.0,0,0.0,2,2500.56,635,2,1,1,31044,0,0.0,0.0
1,0,0,339.77,0,0.0,0.0,5,204.0,3,339.77,635,3,1,0,31050,0,0.0,0.0
0,0,1,1111.4499999999998,0,0.0,0.0,0,0.0,4,1111.45,1152,4,0,1,31055,0,0.0,0.0
0,0,1,484.35,5,1407.63,1407.63,0,0.0,2,484.35,833,2,0,0,31055,0,1000.0,1.0
1,0,0,1320.87,0,0.0,0.0,0,0.0,7,1320.8700000000001,920,7,0,1,31030,0,0.0,0.0
1,0,0,456.30999999999995,24,3698.84,3698.84,37,5032.42,2,456.30999999999995,1152,2,0,0,31050,0,0.7350022454405634,1.0
1,0,0,1214.93,2,570.47,570.47,0,0.0,4,1214.93,980,4,0,0,31040,0,1000.0,1.0
0,0,0,161.41,0,0.0,0.0,0,0.0,1,161.41,1152,1,1,1,31057,0,0.0,0.0
0,0,0,333.49,1,554.67,554.67,0,0.0,1,333.49,987,1,0,0,37141,0,1000.0,1.0
0,0,0,240.2,3,654.67,654.67,12,2149.82,1,240.2,1152,1,0,0,31052,0,0.3045231693816226,1.0
1,0,0,14357.199999999999,5,8476.05,8476.05,4,6541.42,5,14357.2,1152,5,0,0,31058,0,1.295750769710552,1.0
1,0,0,216.66000000000003,10,22833.25,22833.25,4,6541.42,4,216.66000000000003,1081,4,0,0,31058,0,3.4905647397659836,1.0
1,0,0,204.59,0,0.0,0.0,0,0.0,1,204.59,441,1,1,1,31030,0,0.0,0.0
1,0,0,1115.33,4,3757.98,3757.98,0,0.0,3,1115.33,980,3,0,0,31044,0,1000.0,1.0
1,0,0,358.91999999999996,13,2383.65,2383.65,0,0.0,2,358.91999999999996,1152,2,0,0,31056,0,1000.0,1.0
1,0,0,533.8199999999999,16,3109.75,3109.75,0,0.0,2,533.8199999999999,833,2,0,0,31056,0,1000.0,1.0
1,0,0,811.75,0,0.0,0.0,0,0.0,3,811.75,980,3,0,1,31044,0,0.0,0.0
1,0,0,569.9200000000001,3,811.75,811.75,0,0.0,2,569.9200000000001,833,2,0,0,31044,0,1000.0,1.0
0,0,1,161.06,1,1029.18,1029.18,0,0.0,1,161.06,504,1,0,0,51100,0,1000.0,1.0
0,0,0,134.84,0,0.0,0.0,0,0.0,1,134.84,1152,1,0,1,31052,0,0.0,0.0
1,0,0,300.48,0,0.0,0.0,0,0.0,2,300.48,833,2,1,1,31023,0,0.0,0.0
1,0,0,606.05,0,0.0,0.0,1,597.77,1,606.05,972,1,0,0,31033,0,0.0,0.0
1,0,0,599.28,1,606.05,606.05,1,597.77,3,599.28,1052,3,0,0,31033,0,1.0138514813389765,1.0
1,0,1,225.29,0,0.0,0.0,0,0.0,1,225.29,441,1,1,1,35010,0,0.0,0.0
0,0,0,999.99,0,0.0,0.0,0,0.0,3,999.99,1410,3,0,1,31032,0,0.0,0.0
1,0,1,2746.1200000000003,0,0.0,0.0,0,0.0,7,2746.12,357,7,0,1,31030,0,0.0,0.0
1,0,1,5568.93,7,2746.12,2746.12,0,0.0,8,5568.93,729,8,0,0,31030,0,1000.0,1.0
1,0,0,624.62,0,0.0,0.0,0,0.0,3,624.62,1015,3,1,1,31032,0,0.0,0.0
1,0,0,428.82,0,0.0,0.0,3,624.62,2,428.82,833,2,1,0,31032,0,0.0,0.0
1,0,0,991.07,1,97.18,97.18,0,0.0,4,991.07,1197,4,0,0,24121,0,1000.0,1.0
0,0,0,2789.17,0,0.0,0.0,0,0.0,4,2789.17,1152,4,0,1,31022,0,0.0,0.0
0,0,0,231.99,1,276.34,276.34,0,0.0,2,231.99,524,2,0,0,31038,0,1000.0,1.0
0,0,0,715.53,0,0.0,0.0,0,0.0,3,715.53,524,3,0,1,31020,0,0.0,0.0
1,0,0,1106.34,0,0.0,0.0,9,1249.56,5,1106.34,1152,5,0,0,31030,0,0.0,0.0
1,0,0,448.6,5,1106.34,900.0,10,1263.74,2,448.6,833,2,0,0,31030,0,0.7121718074920474,0.81349313954119
0,0,0,1215.62,2,556.0,556.0,0,0.0,4,1215.62,993,4,0,0,35037,0,1000.0,1.0
0,0,0,509.17999999999995,6,1771.62,1771.62,0,0.0,2,509.17999999999995,833,2,0,0,35037,0,1000.0,1.0
0,0,0,1000.6700000000001,1,406.18,406.18,1,628.18,3,1000.6700000000001,815,3,0,0,31030,0,0.6465981088223122,1.0
0,1,0,403.89,3,1000.67,1000.67,2,1034.36,1,403.89,681,1,0,0,31030,0,0.9674291349240111,1.0
1,0,0,774.8199999999999,2,355.46,355.46,0,0.0,4,774.82,993,4,0,0,31049,0,1000.0,1.0
0,0,0,1765.0900000000001,0,0.0,0.0,0,0.0,7,1765.0900000000001,1008,7,0,1,31054,0,0.0,0.0
1,0,0,217.31,0,0.0,0.0,0,0.0,1,217.31,524,1,0,1,31027,0,0.0,0.0
1,0,0,10989.529999999999,4,5833.31,5833.31,0,0.0,6,10989.53,1593,6,0,0,31100,0,1000.0,1.0
1,0,0,1383.3700000000001,7,1942.48,1942.48,0,0.0,4,1383.3700000000001,980,4,0,0,31040,0,1000.0,1.0
1,0,0,1413.78,3,3037.48,2151.71,0,0.0,2,1413.78,980,2,0,0,31040,0,1000.0,0.7083865572777434
1,0,0,895.6600000000001,0,0.0,0.0,0,0.0,8,895.6600000000001,1588,8,0,1,31037,0,0.0,0.0
1,0,0,406.06,0,0.0,0.0,0,0.0,3,406.06,993,3,0,1,31041,0,0.0,0.0
1,0,0,139.58,0,0.0,0.0,3,406.06,1,139.58,833,1,1,0,31041,0,0.0,0.0
1,0,0,211.85,3,8407.71,8407.71,0,0.0,1,211.85,1152,1,0,0,31040,0,1000.0,1.0
1,0,0,956.64,0,0.0,0.0,1,538.73,4,956.6400000000001,1152,4,0,0,31040,0,0.0,0.0
1,0,0,483.71000000000004,4,956.64,956.64,1,538.73,2,483.71000000000004,833,2,0,0,31040,0,1.7757318137100215,1.0
0,0,0,567.19,0,0.0,0.0,0,0.0,4,567.19,1015,4,0,1,31020,0,0.0,0.0
1,0,0,355.63,1,312.0,312.0,1,298.09,1,355.63,441,1,1,0,20134,0,1.0466637592673353,1.0
1,0,1,15402.880000000001,1,3817.56,3817.56,0,0.0,4,15402.880000000001,1015,4,0,0,31022,0,1000.0,1.0
1,0,1,1782.4699999999998,0,0.0,0.0,2,911.17,4,1782.47,993,4,0,0,31030,0,0.0,0.0
1,0,0,2266.96,1,211.18,211.18,1,212.18,2,2266.96,993,2,0,0,31020,0,0.9952870204543313,1.0
1,0,0,2320.7,5,2899.5,2899.5,1,212.18,2,2320.7,1377,2,0,0,31020,0,13.665284192666604,1.0
1,0,0,564.72,6,966.92,966.92,0,0.0,4,564.72,1046,4,0,0,31031,0,1000.0,1.0
1,0,1,502.11,0,0.0,0.0,3,514.87,2,502.11,635,2,0,0,31040,0,0.0,0.0
1,0,1,1162.3799999999999,0,0.0,0.0,5,1016.98,4,1162.38,833,4,0,0,31040,0,0.0,0.0
1,0,0,922.96,7,496.1,496.1,0,0.0,10,922.96,1015,10,0,0,31031,0,1000.0,1.0
1,0,0,2155.41,0,0.0,0.0,0,0.0,1,2155.41,646,1,1,1,31044,0,0.0,0.0
1,0,0,2362.8500000000004,5,3524.69,3524.69,0,0.0,4,2362.85,980,4,0,0,31036,0,1000.0,1.0
1,0,0,458.6,10,6603.72,6603.72,0,0.0,1,458.6,833,1,0,0,31036,0,1000.0,1.0
1,0,0,196.24,5,271.96,271.96,1,19.0,4,196.24,1039,4,1,0,31036,0,14.313684210526315,1.0
1,0,1,975.01,0,0.0,0.0,0,0.0,1,975.01,455,1,1,1,31020,0,0.0,0.0
1,0,1,1679.56,0,0.0,0.0,1,975.01,3,1679.56,1017,3,0,0,31020,0,0.0,0.0
1,0,0,1509.0700000000002,0,0.0,0.0,0,0.0,3,1509.0700000000002,1218,3,0,1,31044,0,0.0,0.0
0,0,1,377.68,0,0.0,0.0,0,0.0,2,377.68,635,2,1,1,31100,0,0.0,0.0
1,0,0,961.78,1,401.18,401.18,0,0.0,3,961.78,815,3,1,0,31056,0,1000.0,1.0
1,0,0,1037.38,0,0.0,0.0,0,0.0,4,1037.38,980,4,0,1,31044,0,0.0,0.0
1,0,0,10589.060000000001,1,711.54,711.54,0,0.0,7,10589.060000000001,1728,7,0,0,31047,0,1000.0,1.0
1,0,0,2377.63,0,0.0,0.0,0,0.0,1,2377.63,492,1,1,1,31057,0,0.0,0.0
1,0,0,919.22,0,0.0,0.0,0,0.0,5,919.22,1152,5,0,1,30175,0,0.0,0.0
1,0,0,185.47,5,919.22,919.22,0,0.0,1,185.47,833,1,0,0,30175,0,1000.0,1.0
1,0,0,3463.54,0,0.0,0.0,0,0.0,9,3463.54,1577,9,0,1,31040,0,0.0,0.0
0,0,0,961.1,0,0.0,0.0,0,0.0,4,961.1,1036,4,0,1,31100,0,0.0,0.0
1,0,0,40.85,0,0.0,0.0,4,178.6,1,40.85,489,1,0,0,31100,0,0.0,0.0
0,0,0,82.22,0,0.0,0.0,0,0.0,1,82.22,1152,1,0,1,31020,0,0.0,0.0
1,0,0,1709.9900000000002,2,182.82,182.82,1,85.0,7,2230.65,993,4,0,0,31030,0,2.1508235294117646,1.0
1,0,0,520.66,2,182.82,182.82,1,85.0,7,2230.65,1728,3,0,0,31030,0,2.1508235294117646,1.0
1,0,0,1422.89,14,3149.83,3149.83,1,85.0,5,1422.89,842,5,0,0,31030,0,37.056823529411766,1.0
0,0,0,630.71,0,0.0,0.0,2,245.76,1,630.71,889,1,0,0,37054,0,0.0,0.0
1,0,0,1243.56,1,46.18,46.18,2,90.0,2,1243.56,635,2,0,0,31041,0,0.5131111111111111,1.0
1,0,0,470.51,0,0.0,0.0,0,0.0,1,470.51,812,1,0,1,35018,0,0.0,0.0
0,0,0,406.86,1,195.41,195.41,0,0.0,2,406.86,815,2,0,0,31033,0,1000.0,1.0
0,1,0,247.01,3,602.27,602.27,0,0.0,1,247.01,1003,1,0,0,31033,0,1000.0,1.0
1,0,0,548.88,0,0.0,0.0,5,2303.34,1,548.88,1410,1,1,0,31030,0,0.0,0.0
1,0,0,172.51,6,1748.79,1748.79,0,0.0,1,172.51,1593,1,0,0,32046,0,1000.0,1.0
1,0,0,572.02,0,0.0,0.0,0,0.0,3,572.02,1152,3,0,1,31030,0,0.0,0.0
1,1,0,799.42,3,572.02,572.02,0,0.0,4,799.4200000000001,1197,4,0,0,31030,0,1000.0,1.0
1,0,0,3945.6400000000003,0,0.0,0.0,3,2194.42,7,3945.6400000000003,1152,7,0,0,31038,0,0.0,0.0
1,0,0,1670.92,2,728.64,667.46,10,5568.78,2,1670.92,833,2,0,0,31038,0,0.11985749122788117,0.9160353535353536
1,0,0,1195.99,0,0.0,0.0,0,0.0,1,1195.99,441,1,1,1,31048,0,0.0,0.0
1,0,0,1055.58,0,0.0,0.0,0,0.0,8,1055.58,1896,8,0,1,31039,0,0.0,0.0
1,0,0,767.98,0,0.0,0.0,0,0.0,5,767.98,1152,5,0,1,31100,0,0.0,0.0
1,0,0,315.04999999999995,5,767.98,767.98,0,0.0,2,315.04999999999995,833,2,0,0,31100,0,1000.0,1.0
1,0,1,306.38,0,0.0,0.0,1,143.57,2,306.38,635,2,0,0,31039,0,0.0,0.0
1,0,1,160.9,3,430.78,430.78,1,143.57,1,160.9,646,1,0,0,31039,0,3.000487567040468,1.0
1,0,0,266.55,0,0.0,0.0,0,0.0,5,266.55,1260,5,0,1,31037,0,0.0,0.0
1,0,1,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31037,0,0.0,0.0
0,0,0,154.44,18,6505.27,6505.27,0,0.0,1,154.44,1593,1,0,0,31027,0,1000.0,1.0
0,0,0,754.61,7,855.69,855.69,3,376.63,5,754.61,1152,5,1,0,31050,0,2.271964527520378,1.0
0,0,0,463.47,0,0.0,0.0,0,0.0,2,463.47,920,2,1,1,35015,0,0.0,0.0
1,0,0,378.91,0,0.0,0.0,0,0.0,2,378.91,635,2,0,1,31010,0,0.0,0.0
1,0,0,229.66,0,0.0,0.0,0,0.0,1,229.66,635,1,1,1,31030,0,0.0,0.0
1,0,0,143.66,0,0.0,0.0,0,0.0,1,143.66,441,1,1,1,31022,0,0.0,0.0
1,0,0,1236.1,0,0.0,0.0,2,507.9,3,1236.1,815,3,0,0,31033,0,0.0,0.0
0,0,0,1001.0400000000001,1,142.34,142.34,0,0.0,7,1001.0400000000001,1930,7,0,0,31038,0,1000.0,1.0
1,0,0,1284.82,2,587.19,587.19,1,127.86,4,1284.82,993,4,0,0,31039,0,4.59244486156734,1.0
1,0,0,473.28999999999996,0,0.0,0.0,4,520.86,3,473.28999999999996,1015,3,0,0,31056,0,0.0,0.0
1,0,0,332.13,0,0.0,0.0,7,994.15,2,332.13,833,2,1,0,31056,0,0.0,0.0
1,0,1,730.52,10,5023.68,5023.68,3,1865.0,4,730.5200000000001,993,4,0,0,35012,0,2.693662198391421,1.0
1,1,1,430.87,14,5754.2,5754.2,3,1865.0,2,430.87,833,2,0,0,35012,0,3.0853619302949062,1.0
1,0,0,180.16,0,0.0,0.0,0,0.0,1,180.16,646,1,1,1,31044,0,0.0,0.0
0,0,0,2685.9700000000003,4,1140.93,1140.93,0,0.0,4,2685.9700000000003,1736,4,0,0,50054,0,1000.0,1.0
1,0,0,6119.78,0,0.0,0.0,1,3031.84,5,6119.780000000001,1152,5,0,0,31050,0,0.0,0.0
1,0,0,207.56,1,427.46,427.46,0,0.0,1,207.56,441,1,0,0,31040,0,1000.0,1.0
1,0,1,702.18,11,2610.79,2610.79,1,85.45,4,702.1800000000001,980,4,1,0,31010,0,30.553423054417788,1.0
0,0,0,599.75,1,822.69,490.35,0,0.0,1,599.75,889,1,0,0,31050,0,1000.0,0.5960325274404696
1,0,0,1794.2600000000002,1,56.18,56.18,0,0.0,6,1794.2600000000002,546,6,0,0,31040,0,1000.0,1.0
1,0,0,2436.3,2,655.27,184.17700000000002,16,5019.28,5,2436.3,1152,5,0,0,31059,0,0.036693908289635174,0.28107039846170284
1,0,0,680.16,3,1727.65,1049.9769999999999,20,6383.2,2,680.16,833,2,1,0,31059,0,0.1644906943225968,0.6077486759470957
0,0,0,4150.290000000001,0,0.0,0.0,6,4557.09,5,4150.29,1152,5,1,0,31050,0,0.0,0.0
0,0,0,1672.77,1,899.44,282.23,10,7807.94,2,1672.77,833,2,0,0,31050,0,0.03614653801130644,0.31378413234901714
0,0,0,160.66,0,0.0,0.0,0,0.0,2,160.66,524,2,0,1,0,1,0.0,0.0
1,0,0,1826.29,1,446.69,446.69,0,0.0,3,1826.29,1152,3,0,0,30037,0,1000.0,1.0
1,0,0,723.71,0,0.0,0.0,0,0.0,3,723.71,815,3,0,1,31100,0,0.0,0.0
1,0,0,483.71000000000004,3,723.71,723.71,0,0.0,2,483.71000000000004,833,2,0,0,31100,0,1000.0,1.0
1,0,0,435.5,0,0.0,0.0,1,430.63,2,435.5,815,2,0,0,31022,0,0.0,0.0
1,0,0,217.26,1,227.94,25.07,2,638.19,1,217.26,646,1,0,0,31022,0,0.03928297215562763,0.10998508379398088
1,0,0,118.08,0,0.0,0.0,0,0.0,1,118.08,1410,1,0,1,31041,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31032,0,0.0,0.0
1,0,0,124.79,3,562.77,562.77,0,0.0,1,124.79,980,1,0,0,30171,0,1000.0,1.0
0,0,0,115.35,0,0.0,0.0,0,0.0,2,115.35,1438,2,0,1,48013,0,0.0,0.0
