Telefono,CittadinanzaItaliana,Deceduto,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Eta,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,0,0,281.67,3,412.12,412.12,0,0.0,2,281.67,37,850,2,0,0,31039,0,1000.0,1.0
0,1,0,178.77,0,0.0,0.0,3,279.81,2,178.77,45,1633,2,0,0,0,1,0.0,0.0
1,1,0,129.56,0,0.0,0.0,4,443.5,1,129.56,59,1046,1,0,0,31035,0,0.0,0.0
0,0,0,412.97,0,0.0,0.0,0,0.0,3,412.97,31,836,3,0,1,31037,0,0.0,0.0
0,0,0,366.27,13,1210.77,1210.77,0,0.0,3,366.27,46,1078,3,0,0,31020,0,1000.0,1.0
0,1,0,143.3,0,0.0,0.0,0,0.0,2,143.3,67,692,2,0,1,31033,0,0.0,0.0
1,1,0,155.03,0,0.0,0.0,1,125.98,1,155.03,41,1081,1,1,0,31030,0,0.0,0.0
1,0,0,270.27,4,425.17,425.17,0,0.0,3,270.27,33,1070,3,0,0,31030,0,1000.0,1.0
0,0,0,1280.05,0,0.0,0.0,0,0.0,8,1280.0500000000002,43,1732,8,0,1,31010,0,0.0,0.0
1,1,0,208.26999999999998,1,144.02,144.02,0,0.0,2,208.26999999999998,35,850,2,0,0,31023,0,1000.0,1.0
1,1,0,143.14999999999998,0,0.0,0.0,2,136.7,2,143.14999999999998,72,675,2,0,0,31050,0,0.0,0.0
0,0,0,169.75,6,670.12,670.12,0,0.0,1,169.75,43,654,1,0,0,31039,0,1000.0,1.0
1,0,0,148.68,2,243.27,243.27,0,0.0,1,148.68,40,835,1,1,0,31044,0,1000.0,1.0
0,0,0,89.63,3,1538.4,1538.4,2,250.28,3,253.51,47,692,1,0,0,35027,0,6.146715678440147,1.0
1,0,0,164.14,0,0.0,0.0,0,0.0,1,164.14,39,498,1,1,1,31032,0,0.0,0.0
0,1,0,278.16,1,113.83,59.32,3,195.03,4,278.16,56,1081,4,0,0,31020,0,0.30415833461518743,0.5211279978915927
1,1,0,123.16,0,0.0,0.0,0,0.0,3,123.16,50,1078,3,1,1,31020,0,0.0,0.0
0,1,0,233.75,0,0.0,0.0,0,0.0,3,233.75,52,1228,3,0,1,31030,0,0.0,0.0
1,1,0,504.76,11,2683.18,2504.02,6,284.14,4,504.76,73,1081,4,0,0,31038,0,8.81262757795453,0.9332284826213673
1,0,0,575.1099999999999,1,51.14,51.14,0,0.0,4,575.11,44,1039,4,0,0,31050,0,1000.0,1.0
1,1,1,180.33,8,672.97,672.97,0,0.0,2,180.33,94,835,2,0,0,31011,0,1000.0,1.0
1,1,0,493.02,0,0.0,0.0,3,716.0,2,493.02,45,1039,2,0,0,31033,0,0.0,0.0
0,1,0,277.58,3,587.26,587.26,2,100.35,3,277.58,87,1039,3,0,0,31033,0,5.852117588440459,1.0
1,0,0,70.08,2,287.25,287.25,0,0.0,2,70.08,39,1046,2,1,0,31100,0,1000.0,1.0
1,0,0,147.66,1,166.0,166.0,0,0.0,2,147.66,33,675,2,0,0,31048,0,1000.0,1.0
0,0,0,135.72,3,339.96,339.96,3,258.94,2,135.72,53,850,2,0,0,31054,0,1.3128910172240673,1.0
1,1,0,108.56,14,790.93,790.93,5,245.59,6,357.7,53,871,2,0,0,35015,0,3.220530151879148,1.0
1,1,0,133.1,2,191.73,191.73,0,0.0,1,133.1,33,835,1,0,0,31044,0,1000.0,1.0
1,1,0,285.09000000000003,3,475.58,475.58,6,731.88,2,285.09000000000003,44,850,2,0,0,31050,0,0.6498059791222605,1.0
1,1,0,261.97,0,0.0,0.0,2,290.32,2,261.97,43,835,2,1,0,31044,0,0.0,0.0
1,0,0,76.57,1,86.78,86.78,0,0.0,1,76.57,32,850,1,0,0,31035,0,1000.0,1.0
0,1,0,285.90999999999997,3,835.4,835.4,2,121.29,4,285.91,56,1078,4,0,0,35011,0,6.887624701129524,1.0
1,1,0,575.23,0,0.0,0.0,0,0.0,2,575.23,49,871,2,1,1,31050,0,0.0,0.0
0,0,0,964.76,6,2257.49,2257.49,0,0.0,3,964.76,58,1008,3,0,0,31023,0,1000.0,1.0
1,1,0,541.4300000000001,4,518.12,454.4,18,1531.57,5,541.4300000000001,58,1228,5,0,0,31056,0,0.2966890184581834,0.8770169072801667
0,0,0,458.78999999999996,3,435.71,435.71,0,0.0,5,458.79,48,1450,5,0,0,0,1,1000.0,1.0
0,1,0,497.08000000000004,4,373.59,373.59,6,414.81,5,497.08000000000004,33,1218,5,0,0,33070,0,0.900629203731829,1.0
1,0,0,80.1,0,0.0,0.0,0,0.0,1,80.1,48,1412,1,0,1,31020,0,0.0,0.0
0,1,0,100.42,0,0.0,0.0,6,445.33,1,100.42,34,871,1,0,0,31020,0,0.0,0.0
1,1,0,351.69,0,0.0,0.0,0,0.0,3,351.69,44,863,3,0,1,40068,0,0.0,0.0
0,0,0,314.33000000000004,0,0.0,0.0,0,0.0,3,314.33000000000004,55,836,3,0,1,31039,0,0.0,0.0
1,1,0,142.11,0,0.0,0.0,0,0.0,1,142.11,33,1081,1,1,1,31052,0,0.0,0.0
1,0,0,178.75,10,831.16,831.16,3,309.66,4,374.48,56,835,2,0,0,31044,0,2.6841051475812177,1.0
1,1,0,144.56,0,0.0,0.0,0,0.0,2,144.56,43,675,2,0,1,31038,0,0.0,0.0
1,1,0,395.22,2,211.45,211.45,6,1592.31,2,395.22,60,835,2,0,0,31044,0,0.13279449353455042,1.0
1,1,0,90.31,0,0.0,0.0,0,0.0,9,729.3900000000001,31,850,1,0,1,31030,0,0.0,0.0
1,1,0,85.74,3,330.38,330.38,0,0.0,1,85.74,65,843,1,1,0,31023,0,1000.0,1.0
1,1,0,495.02,0,0.0,0.0,3,351.2,4,495.02,51,1039,4,1,0,31036,0,0.0,0.0
1,0,0,105.27,11,993.41,993.41,0,0.0,12,958.9399999999999,62,654,1,1,0,31039,0,1000.0,1.0
1,0,0,439.06,0,0.0,0.0,0,0.0,3,439.06000000000006,28,871,3,0,1,31032,0,0.0,0.0
1,0,0,99.36,3,234.12,234.12,1,68.31,2,99.36,32,1218,2,0,0,31027,0,3.427316644707949,1.0
1,1,0,235.83,0,0.0,0.0,2,211.99,2,235.83,50,681,2,1,0,31017,0,0.0,0.0
0,1,0,110.1,0,0.0,0.0,0,0.0,1,110.1,25,836,1,0,1,31020,0,0.0,0.0
1,0,0,356.2,0,0.0,0.0,1,222.44,4,356.20000000000005,50,1070,4,1,0,31040,0,0.0,0.0
1,1,0,323.68,4,2936.66,2936.66,0,0.0,2,323.68,69,1794,2,0,0,31011,0,1000.0,1.0
1,1,0,110.09,3,157.57,157.57,0,0.0,2,110.09,58,1218,2,0,0,31021,0,1000.0,1.0
0,0,0,61.95,0,0.0,0.0,0,0.0,1,61.95,49,675,1,0,1,30124,0,0.0,0.0
0,0,0,107.43,6,3267.96,3267.96,0,0.0,2,297.37,52,920,1,0,0,31039,0,1000.0,1.0
0,0,0,157.79,3,136.07,136.07,0,0.0,3,157.79,55,1595,3,0,0,31017,0,1000.0,1.0
1,0,0,239.46,0,0.0,0.0,0,0.0,1,239.46,26,489,1,0,1,31011,0,0.0,0.0
1,1,0,219.74,0,0.0,0.0,0,0.0,2,219.74,38,1070,2,0,1,31050,0,0.0,0.0
1,1,0,102.31,0,0.0,0.0,1,30.85,1,102.31,90,503,1,1,0,20124,0,0.0,0.0
1,1,0,254.49,5,1032.56,972.21,6,290.96,2,254.49,49,835,2,0,0,31044,0,3.3413871322518562,0.9415530332377781
0,0,0,394.05,9,959.18,959.18,0,0.0,4,394.05,45,1046,4,0,0,19,0,1000.0,1.0
1,1,0,59.34,0,0.0,0.0,5,354.17,1,59.34,73,835,1,0,0,31044,0,0.0,0.0
1,1,0,262.05,4,527.25,527.25,0,0.0,3,262.05,71,1218,3,0,0,31100,0,1000.0,1.0
0,1,0,127.76,0,0.0,0.0,0,0.0,1,127.76,66,1046,1,0,1,0,1,0.0,0.0
1,1,0,132.16,2,118.66,118.66,1,85.88,2,132.16,81,850,2,0,0,31023,0,1.3816953889147647,1.0
1,0,0,67.69,4,373.64,373.64,3,145.6,1,67.69,52,850,1,0,0,31037,0,2.5662087912087914,1.0
1,0,0,132.69,2,54.37,54.37,0,0.0,2,132.69,50,1046,2,0,0,31011,0,1000.0,1.0
0,0,0,134.15,0,0.0,0.0,0,0.0,1,134.15,59,1218,1,0,1,31022,0,0.0,0.0
1,1,0,84.96,3,287.01,287.01,0,0.0,1,84.96,36,653,1,0,0,31011,0,1000.0,1.0
1,1,0,412.71,0,0.0,0.0,0,0.0,3,412.71000000000004,66,836,3,0,1,31039,0,0.0,0.0
1,1,0,224.04,5,1427.51,1427.51,0,0.0,3,224.04000000000002,57,843,3,0,0,31030,0,1000.0,1.0
1,0,0,184.78,9,1832.58,1832.58,0,0.0,1,184.78,30,1228,1,0,0,83028,0,1000.0,1.0
0,1,0,196.58,0,0.0,0.0,0,0.0,2,196.58,36,1081,2,0,1,31032,0,0.0,0.0
1,0,0,355.53,4,103.03,103.03,4,280.91,4,355.53,53,1081,4,0,0,31052,0,0.3667722758178776,1.0
1,1,0,230.2,0,0.0,0.0,0,0.0,2,230.2,92,681,2,0,1,31039,0,0.0,0.0
1,1,0,675.75,3,707.77,707.77,0,0.0,4,675.75,50,1070,4,0,0,90040,0,1000.0,1.0
1,1,0,109.61,0,0.0,0.0,1,134.43,4,159.72,34,836,2,0,0,31017,0,0.0,0.0
0,0,0,52.38,2,1014.65,1014.65,0,0.0,1,52.38,34,654,1,0,0,31041,0,1000.0,1.0
1,1,0,102.91,0,0.0,0.0,0,0.0,1,102.91,46,863,1,0,1,31059,0,0.0,0.0
0,0,0,331.89,4,543.8,472.37,0,0.0,2,331.89,43,850,2,0,0,31031,0,1000.0,0.8686465612357486
1,0,0,178.25,5,455.89,362.28,2,273.73,2,178.25,60,835,2,0,0,31041,0,1.323493953896175,0.7946653798065323
0,0,0,55.59,2,118.56,118.56,0,0.0,1,55.59,80,653,1,0,0,31010,0,1000.0,1.0
1,1,0,281.61,1,342.1,342.1,0,0.0,1,281.61,28,863,1,0,0,30033,0,1000.0,1.0
0,0,0,35.65,0,0.0,0.0,0,0.0,1,35.65,42,489,1,0,1,60015,0,0.0,0.0
1,0,0,651.64,18,3704.4,3704.4,0,0.0,3,651.6400000000001,36,920,3,0,0,35020,0,1000.0,1.0
1,1,0,374.35,8,1685.63,1685.63,13,2421.48,4,374.35,70,1008,4,0,0,31033,0,0.6961155987247469,1.0
1,1,0,175.85,0,0.0,0.0,4,351.88,2,175.85,44,1200,2,1,0,36027,0,0.0,0.0
1,0,0,597.91,2,913.4,913.4,0,0.0,6,597.9100000000001,31,843,6,0,0,31011,0,1000.0,1.0
1,0,0,646.06,2,317.87,317.87,0,0.0,4,646.0600000000001,34,1039,4,0,0,31044,0,1000.0,1.0
0,0,0,362.18,14,2020.21,2020.21,0,0.0,4,362.18,53,850,4,0,0,31044,0,1000.0,1.0
1,0,0,65.78,0,0.0,0.0,2,167.58,1,65.78,29,668,1,0,0,31030,0,0.0,0.0
1,1,0,361.55,3,259.96,259.96,0,0.0,4,361.55,66,1039,4,0,0,31044,0,1000.0,1.0
1,1,0,191.15,3,601.91,601.91,0,0.0,1,191.15,49,1558,1,0,0,20155,0,1000.0,1.0
1,0,0,259.35,3,255.52,255.52,0,0.0,3,259.35,41,1046,3,0,0,31031,0,1000.0,1.0
0,0,0,207.67000000000002,0,0.0,0.0,0,0.0,2,207.67000000000002,48,843,2,0,1,31011,0,0.0,0.0
1,0,0,150.27,2,261.18,261.18,0,0.0,1,150.27,30,850,1,0,0,31039,0,1000.0,1.0
0,1,0,16.7,0,0.0,0.0,0,0.0,1,16.7,64,706,1,0,1,31100,0,0.0,0.0
0,0,0,165.38,2,100.57,78.56,0,0.0,4,165.38,28,1039,4,0,0,31054,0,1000.0,0.7811474594809587
1,1,0,62.37,0,0.0,0.0,3,209.48,1,62.37,48,654,1,0,0,31040,0,0.0,0.0
1,0,0,345.69,2,562.54,562.54,0,0.0,4,609.12,48,681,2,0,0,31039,0,1000.0,1.0
1,0,0,255.82999999999998,1,75.55,1.5,2,201.93,2,255.82999999999998,49,675,2,0,0,31050,0,0.00742831674342594,0.01985440105890139
0,0,0,164.24,0,0.0,0.0,0,0.0,4,164.24,52,1039,4,0,1,133,0,0.0,0.0
1,1,0,139.57,0,0.0,0.0,0,0.0,1,139.57,53,654,1,0,1,31033,0,0.0,0.0
1,0,0,798.15,0,0.0,0.0,0,0.0,6,798.1500000000001,29,1595,6,0,1,31033,0,0.0,0.0
0,0,0,165.55,5,309.23,309.23,0,0.0,2,165.55,45,1046,2,0,0,31039,0,1000.0,1.0
1,0,0,516.9499999999999,6,445.25,445.25,0,0.0,6,516.95,47,1039,6,0,0,31030,0,1000.0,1.0
0,0,0,133.37,0,0.0,0.0,0,0.0,1,133.37,47,668,1,0,1,31059,0,0.0,0.0
1,0,0,510.05,7,895.97,869.23,0,0.0,4,510.05,37,1081,4,1,0,31052,0,1000.0,0.9701552507338416
0,1,0,74.51,0,0.0,0.0,0,0.0,1,74.51,57,675,1,0,1,31027,0,0.0,0.0
0,1,0,109.31,0,0.0,0.0,0,0.0,1,109.31,78,681,1,1,1,31040,0,0.0,0.0
1,0,0,455.45000000000005,2,375.33,375.33,1,78.47,4,455.45,45,1039,4,0,0,31050,0,4.783101822352491,1.0
1,1,0,196.11,0,0.0,0.0,0,0.0,1,196.11,46,654,1,1,1,31033,0,0.0,0.0
0,1,0,256.59000000000003,0,0.0,0.0,0,0.0,3,256.59000000000003,47,1996,3,0,1,31100,0,0.0,0.0
1,1,0,178.64999999999998,13,649.03,649.03,2,196.86,2,178.64999999999998,68,863,2,1,0,31030,0,3.2969115107182767,1.0
1,1,0,59.84,0,0.0,0.0,1,508.5,1,59.84,48,843,1,0,0,31033,0,0.0,0.0
1,1,0,189.69,0,0.0,0.0,3,298.85,2,189.69,44,1081,2,1,0,31040,0,0.0,0.0
0,0,0,448.5999999999999,6,880.51,880.51,0,0.0,3,448.6,51,1362,3,0,0,0,1,1000.0,1.0
1,0,0,210.37,6,548.54,548.54,0,0.0,7,718.03,46,1070,2,0,0,31048,0,1000.0,1.0
0,1,0,287.53,0,0.0,0.0,1,164.09,2,287.53,55,850,2,0,0,31031,0,0.0,0.0
0,0,0,199.38,0,0.0,0.0,0,0.0,1,199.38,47,639,1,0,1,0,1,0.0,0.0
1,1,0,155.0,0,0.0,0.0,0,0.0,1,155.0,44,489,1,1,1,31011,0,0.0,0.0
1,1,0,211.39,7,1032.31,1032.31,0,0.0,2,211.39,61,830,2,0,0,31010,0,1000.0,1.0
0,0,0,393.53,0,0.0,0.0,0,0.0,2,393.53,49,1794,2,0,1,20129,0,0.0,0.0
1,1,0,525.6800000000001,2,215.61,215.61,0,0.0,4,525.6800000000001,61,1039,4,0,0,31044,0,1000.0,1.0
0,0,0,168.69,5,630.76,630.76,0,0.0,6,506.0,48,836,3,0,0,31038,0,1000.0,1.0
0,0,0,90.46,4,417.18,417.18,0,0.0,1,90.46,45,1046,1,0,0,31035,0,1000.0,1.0
1,1,0,776.2299999999999,3,455.07,455.07,2,297.93,4,776.23,87,1070,4,0,0,31040,0,1.5274393313865673,1.0
0,0,0,183.42000000000002,7,1182.78,1182.78,0,0.0,2,183.42000000000002,42,1218,2,0,0,31048,0,1000.0,1.0
1,0,0,61.25,0,0.0,0.0,0,0.0,1,61.25,50,1046,1,1,1,31030,0,0.0,0.0
1,1,0,125.35,1,985.6,985.6,2,150.3,1,125.35,45,850,1,0,0,31040,0,6.557551563539588,1.0
0,0,0,72.35,0,0.0,0.0,0,0.0,1,72.35,24,668,1,0,1,31052,0,0.0,0.0
0,0,0,349.31,4,577.48,577.48,0,0.0,3,349.31,34,955,3,0,0,20831,0,1000.0,1.0
1,1,0,57.65,10,690.06,684.63,3,173.88,2,138.68,65,835,1,0,0,31044,0,3.937370600414079,0.9921311190331277
1,0,0,679.11,6,1033.94,1033.94,0,0.0,6,960.0600000000001,55,958,3,0,0,31050,0,1000.0,1.0
1,0,0,492.45000000000005,3,474.91,474.91,0,0.0,4,619.8,44,836,3,0,0,31010,0,1000.0,1.0
1,1,0,655.33,0,0.0,0.0,3,489.67,4,655.33,49,1046,4,0,0,31049,0,0.0,0.0
0,0,0,230.79,11,5994.34,5994.34,0,0.0,1,230.79,44,1039,1,0,0,31033,0,1000.0,1.0
0,0,0,656.9399999999999,6,652.94,652.94,0,0.0,5,656.94,38,1218,5,0,0,31048,0,1000.0,1.0
1,1,0,404.90999999999997,0,0.0,0.0,3,499.16,3,404.91,54,1046,3,1,0,31011,0,0.0,0.0
0,0,0,286.15,13,1792.42,1792.42,0,0.0,4,286.15000000000003,38,850,4,0,0,31039,0,1000.0,1.0
0,0,0,239.11,3,152.9,152.9,0,0.0,4,239.11,52,1039,4,0,0,31017,0,1000.0,1.0
0,0,0,109.52,0,0.0,0.0,0,0.0,1,109.52,40,836,1,1,1,31041,0,0.0,0.0
1,1,0,149.65,0,0.0,0.0,0,0.0,1,149.65,36,843,1,1,1,31011,0,0.0,0.0
1,1,0,245.63,0,0.0,0.0,0,0.0,2,245.63,43,1039,2,1,1,31044,0,0.0,0.0
1,1,0,216.65999999999997,17,1612.01,1612.01,2,337.58,4,216.66000000000003,62,1081,4,0,0,31010,0,4.7751940280822325,1.0
0,0,0,122.07,3,319.89,319.89,3,382.93,1,122.07,52,639,1,0,0,31044,0,0.8353746115478025,1.0
1,1,0,227.85000000000002,0,0.0,0.0,1,119.85,2,227.85000000000002,64,1763,2,1,0,31030,0,0.0,0.0
1,1,0,295.64,2,200.68,200.68,0,0.0,7,588.0200000000001,33,1260,4,0,0,30174,0,1000.0,1.0
0,1,0,39.6,0,0.0,0.0,0,0.0,1,39.6,81,1046,1,0,1,31023,0,0.0,0.0
1,1,0,229.46,0,0.0,0.0,0,0.0,3,229.46,26,836,3,0,1,31050,0,0.0,0.0
1,1,0,103.16,0,0.0,0.0,1,109.73,1,103.16,56,1228,1,0,0,31056,0,0.0,0.0
0,0,0,90.07,8,480.24,480.24,0,0.0,2,90.07,48,850,2,0,0,31040,0,1000.0,1.0
1,0,0,218.15,4,631.24,631.24,3,489.11,2,218.15,30,835,2,0,0,31010,0,1.2905890290527693,1.0
0,0,0,207.55,0,0.0,0.0,0,0.0,1,207.55,48,489,1,0,1,31033,0,0.0,0.0
0,1,0,117.86,0,0.0,0.0,0,0.0,1,117.86,53,639,1,0,1,31044,0,0.0,0.0
1,1,0,409.8,5,497.59,395.9,0,0.0,4,409.8,77,1070,4,0,0,31040,0,1000.0,0.7956349605096565
1,1,0,137.57,0,0.0,0.0,0,0.0,2,137.57,58,681,2,1,1,31041,0,0.0,0.0
0,0,0,84.52,1,64.4,64.4,0,0.0,1,84.52,46,1039,1,0,0,36022,0,1000.0,1.0
0,0,0,86.66,1,114.71,114.71,0,0.0,1,86.66,44,1218,1,0,0,31048,0,1000.0,1.0
0,1,0,439.17999999999995,4,602.83,602.83,4,455.58,7,1215.7,46,2229,4,0,0,36060,0,1.323214364107292,1.0
1,0,0,105.39,0,0.0,0.0,0,0.0,2,105.39,33,977,2,0,1,31044,0,0.0,0.0
0,1,0,101.6,0,0.0,0.0,0,0.0,1,101.6,41,489,1,0,1,31010,0,0.0,0.0
1,1,0,1209.94,1,247.02,8.81,10,1901.1,4,1209.94,49,1228,4,0,0,31030,0,0.00463415917100626,0.035665128329689905
1,0,0,341.28,0,0.0,0.0,0,0.0,4,341.28000000000003,38,1039,4,0,1,31033,0,0.0,0.0
0,0,0,244.89999999999998,0,0.0,0.0,0,0.0,3,244.9,31,1961,3,0,1,31020,0,0.0,0.0
1,1,0,354.75,12,2348.9,2348.9,0,0.0,6,354.75,66,1071,6,0,0,31044,0,1000.0,1.0
1,1,0,232.82999999999998,3,292.92,292.92,3,178.14,4,232.83,56,1200,4,0,0,45010,0,1.6443246884472889,1.0
1,0,0,395.2,6,260.6,260.6,2,284.06,2,395.2,42,836,2,0,0,31030,0,0.9174118144054074,1.0
0,0,0,325.56,2,137.01,137.01,0,0.0,1,325.56,34,993,1,0,0,31031,0,1000.0,1.0
0,1,0,123.26,1,62.03,62.03,2,178.53,2,123.26,87,1008,2,0,0,35010,0,0.3474486080770739,1.0
1,0,0,560.5600000000001,0,0.0,0.0,12,1242.77,5,560.5600000000001,41,1228,5,0,0,31050,0,0.0,0.0
0,0,0,434.35999999999996,0,0.0,0.0,0,0.0,8,434.36,64,1794,8,0,1,31059,0,0.0,0.0
0,1,0,100.86,4,251.85,251.85,0,0.0,5,325.78,43,1794,1,0,0,31030,0,1000.0,1.0
1,1,0,113.48,0,0.0,0.0,0,0.0,1,113.48,65,489,1,1,1,31031,0,0.0,0.0
1,0,0,145.07,1,83.45,83.45,0,0.0,3,145.07,40,1081,3,0,0,35019,0,1000.0,1.0
0,0,0,104.0,0,0.0,0.0,0,0.0,1,104.0,49,863,1,0,1,31040,0,0.0,0.0
1,0,0,524.78,0,0.0,0.0,0,0.0,5,524.78,39,1362,5,1,1,31011,0,0.0,0.0
1,1,1,124.21000000000001,2,233.88,73.49,1,108.08,2,124.21000000000001,95,835,2,0,0,31044,0,0.679959289415248,0.3142209680177869
0,1,0,163.45999999999998,0,0.0,0.0,5,4257.86,2,163.45999999999998,78,1039,2,1,0,31033,0,0.0,0.0
1,1,0,448.77,0,0.0,0.0,0,0.0,5,448.77,57,1450,5,0,1,31048,0,0.0,0.0
1,1,0,199.47,2,720.9,650.48,5,1312.59,2,199.47,66,1078,2,0,0,31055,0,0.4955698275927746,0.9023165487584964
1,1,0,294.94,0,0.0,0.0,0,0.0,3,294.94,32,871,3,0,1,31056,0,0.0,0.0
1,1,0,348.78000000000003,1,103.73,103.73,0,0.0,4,348.78000000000003,37,1046,4,0,0,31031,0,1000.0,1.0
1,1,0,163.03,0,0.0,0.0,0,0.0,2,163.03,41,1794,2,0,1,31030,0,0.0,0.0
1,1,0,132.47,1,258.61,258.61,0,0.0,6,1171.06,51,498,1,0,0,31057,0,1000.0,1.0
1,1,0,67.57,0,0.0,0.0,0,0.0,1,67.57,45,503,1,1,1,31038,0,0.0,0.0
1,1,0,52.0,1,100.8,100.8,0,0.0,1,52.0,47,498,1,0,0,35131,0,1000.0,1.0
0,1,0,222.05999999999997,9,1253.67,1253.67,0,0.0,9,1062.51,43,1218,4,0,0,90040,0,1000.0,1.0
1,0,0,380.72,0,0.0,0.0,0,0.0,2,380.72,51,871,2,0,1,31048,0,0.0,0.0
0,1,0,197.64999999999998,14,1098.97,1098.97,0,0.0,4,310.65999999999997,45,850,2,0,0,31033,0,1000.0,1.0
1,0,0,135.15,0,0.0,0.0,0,0.0,1,135.15,29,830,1,0,1,31020,0,0.0,0.0
0,0,0,865.9899999999999,3,1086.0,1086.0,0,0.0,5,953.6700000000001,45,1046,4,0,0,31037,0,1000.0,1.0
1,1,0,128.34,11,1590.49,1590.49,0,0.0,2,128.34,54,835,2,0,0,36022,0,1000.0,1.0
1,0,0,473.62,0,0.0,0.0,0,0.0,3,473.62,36,1039,3,0,1,31041,0,0.0,0.0
0,0,0,138.05,0,0.0,0.0,0,0.0,1,138.05,47,489,1,0,1,0,1,0.0,0.0
1,0,0,436.44,4,538.88,538.88,0,0.0,4,436.44,34,1046,4,0,0,31037,0,1000.0,1.0
1,1,0,101.34,0,0.0,0.0,0,0.0,6,471.72999999999996,51,668,2,0,1,31055,0,0.0,0.0
1,0,0,146.99,4,325.7,325.7,3,221.0,2,146.99,45,850,2,0,0,31039,0,1.4737556561085972,1.0
1,1,0,128.36,8,877.64,877.64,0,0.0,2,128.36,38,850,2,0,0,31037,0,1000.0,1.0
1,1,0,449.02,19,1253.33,1253.33,1,133.19,4,449.02,52,1081,4,0,0,31030,0,9.410090847661236,1.0
0,0,0,113.14,7,350.8,350.8,0,0.0,2,113.14,28,850,2,0,0,31023,0,1000.0,1.0
1,1,0,225.57,0,0.0,0.0,2,431.85,1,225.57,52,850,1,1,0,31030,0,0.0,0.0
1,1,0,510.93999999999994,0,0.0,0.0,1,123.23,4,510.94,56,1039,4,0,0,31033,0,0.0,0.0
1,1,0,115.56,0,0.0,0.0,0,0.0,1,115.56,43,1228,1,1,1,31050,0,0.0,0.0
1,1,0,343.19,9,1523.61,1523.61,3,483.27,4,343.19,55,1081,4,0,0,31038,0,3.152709665404432,1.0
1,1,0,208.78,3,470.5,470.5,0,0.0,8,829.21,70,871,3,0,0,31048,0,1000.0,1.0
1,1,0,421.92999999999995,0,0.0,0.0,3,392.09,4,421.93,48,1228,4,1,0,31030,0,0.0,0.0
1,1,0,217.07,1,133.85,133.85,0,0.0,2,217.07,32,850,2,0,0,31033,0,1000.0,1.0
1,1,0,277.49,7,1344.56,1344.56,0,0.0,2,277.49,48,850,2,0,0,31031,0,1000.0,1.0
1,1,0,185.37,0,0.0,0.0,1,73.92,2,185.37,54,850,2,1,0,31010,0,0.0,0.0
0,1,0,119.03,7,627.5,627.5,0,0.0,3,119.03,62,1070,3,0,0,30027,0,1000.0,1.0
0,0,0,135.98,1,52.6,52.6,0,0.0,1,135.98,35,1961,1,0,0,40024,0,1000.0,1.0
1,1,0,408.13,3,1936.1,1731.46,1,57.41,6,408.13,48,1432,6,0,0,31040,0,30.159554084654243,0.8943029802179641
1,0,0,404.63,5,548.38,548.38,0,0.0,4,404.63,34,1078,4,0,0,31020,0,1000.0,1.0
1,1,0,104.44,0,0.0,0.0,0,0.0,2,104.44,45,654,2,0,1,31050,0,0.0,0.0
1,1,0,665.56,0,0.0,0.0,3,480.42,3,665.5600000000001,35,1081,3,1,0,31030,0,0.0,0.0
0,0,0,297.38,6,362.77,362.77,0,0.0,4,297.38,49,1039,4,0,0,31044,0,1000.0,1.0
1,1,0,156.98,0,0.0,0.0,0,0.0,1,156.98,87,1218,1,1,1,31027,0,0.0,0.0
1,1,0,256.99,1,118.77,118.77,0,0.0,2,256.99,70,835,2,0,0,31044,0,1000.0,1.0
1,1,0,122.1,2,212.84,212.84,0,0.0,3,122.1,48,1260,3,1,0,31027,0,1000.0,1.0
0,1,0,164.68,0,0.0,0.0,0,0.0,2,164.68,42,863,2,0,1,31040,0,0.0,0.0
1,0,0,113.59,0,0.0,0.0,0,0.0,1,113.59,36,489,1,0,1,31033,0,0.0,0.0
1,0,0,51.41,5,1286.24,1286.24,0,0.0,1,51.41,48,639,1,0,0,31030,0,1000.0,1.0
1,0,0,135.72,0,0.0,0.0,1,87.94,1,135.72,40,1218,1,1,0,31048,0,0.0,0.0
1,0,0,87.91,0,0.0,0.0,0,0.0,1,87.91,26,498,1,0,1,31050,0,0.0,0.0
0,0,0,77.1,0,0.0,0.0,0,0.0,1,77.1,54,489,1,1,1,31033,0,0.0,0.0
1,1,0,173.55,0,0.0,0.0,2,93.56,1,173.55,30,675,1,0,0,35020,0,0.0,0.0
1,0,0,303.58000000000004,7,1228.69,1228.69,0,0.0,2,303.58000000000004,42,1046,2,0,0,31041,0,1000.0,1.0
1,1,0,394.74,0,0.0,0.0,8,757.81,4,394.74,54,1078,4,0,0,31055,0,0.0,0.0
0,1,0,40.13,0,0.0,0.0,3,195.0,1,40.13,72,675,1,1,0,31100,0,0.0,0.0
1,1,0,175.94,0,0.0,0.0,0,0.0,2,175.94,36,675,2,0,1,31027,0,0.0,0.0
1,1,0,99.35,0,0.0,0.0,0,0.0,1,99.35,49,1039,1,0,1,31050,0,0.0,0.0
1,1,0,82.99,3,416.95,416.95,0,0.0,1,82.99,56,1931,1,0,0,31040,0,1000.0,1.0
