Telefono,Cessata,PEC,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,0,0,418.08,0,0.0,0.0,0,0.0,1,418.08,833,1,1,1,31048,0,0.0,0.0
1,0,0,270.40999999999997,0,0.0,0.0,1,144.02,2,270.40999999999997,653,2,1,0,31036,0,0.0,0.0
1,0,0,509.17999999999995,0,0.0,0.0,6,1843.23,2,509.17999999999995,833,2,1,0,31037,0,0.0,0.0
0,0,1,501.28,9,2853.18,2853.18,0,0.0,2,501.28,833,2,0,0,31057,0,1000.0,1.0
1,0,0,231.34,0,0.0,0.0,9,1918.96,1,231.34,833,1,1,0,31030,0,0.0,0.0
0,1,0,264.49,11,974.75,974.75,0,0.0,2,264.49,833,2,0,0,45020,0,1000.0,1.0
1,1,0,128.43,13,1239.24,1239.24,0,0.0,2,128.43,850,2,0,0,45020,0,1000.0,1.0
1,0,0,20.33,2,686.94,686.94,0,0.0,1,20.33,1003,1,0,0,36056,0,1000.0,1.0
1,0,0,536.96,2,609.25,609.25,1,426.18,2,536.96,1003,2,0,0,37060,0,1.4295602796940259,1.0
1,0,0,604.88,0,0.0,0.0,9,6244.88,2,604.88,833,2,1,0,31020,0,0.0,0.0
1,0,0,319.46,1,158.9,38.98,14,2560.76,2,319.46,833,2,0,0,31030,0,0.015222043455849042,0.24531151667715542
1,0,1,2692.079999999999,34,21565.98,21565.98,1,491.0,9,2692.08,2290,9,0,0,31044,0,43.92256619144603,1.0
1,0,0,1229.4299999999998,0,0.0,0.0,2,479.76,3,1229.43,646,3,0,0,31027,0,0.0,0.0
1,0,0,1135.77,1,412.68,412.68,3,258.36,5,1135.77,833,5,0,0,31030,0,1.5973060845332094,1.0
1,0,0,955.3199999999999,0,0.0,0.0,0,0.0,4,955.32,1377,4,0,1,31044,0,0.0,0.0
1,0,1,534.5500000000001,14,1809.26,1809.26,2,416.4,3,534.55,1377,3,0,0,31040,0,4.345004803073968,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31033,0,0.0,0.0
1,0,0,1347.22,12,7709.05,7143.04,3,2212.99,2,1347.22,833,2,0,0,30020,0,3.227777802882074,0.926578501890635
1,0,0,318.81,0,0.0,0.0,7,1070.82,2,318.81,833,2,1,0,31032,0,0.0,0.0
1,0,1,323.13,0,0.0,0.0,6,793.41,4,870.4,833,2,0,0,31033,0,0.0,0.0
0,0,1,547.27,0,0.0,0.0,6,793.41,4,870.4000000000001,833,2,0,0,31033,0,0.0,0.0
0,0,1,260.7,4,870.4,870.4,6,793.41,2,260.7,850,2,1,0,31033,0,1.0970368409775526,1.0
0,0,0,2022.66,0,0.0,0.0,1,327.6,1,2022.66,2241,1,0,0,31011,0,0.0,0.0
1,0,0,992.75,7,2976.27,2976.27,0,0.0,2,992.75,833,2,0,0,31040,0,1000.0,1.0
1,0,0,400.89,0,0.0,0.0,0,0.0,2,400.89,534,2,1,1,31048,0,0.0,0.0
0,0,0,1184.4299999999998,0,0.0,0.0,0,0.0,9,1184.43,737,9,0,1,31059,0,0.0,0.0
1,0,0,264.49,0,0.0,0.0,6,671.77,2,264.49,833,2,0,0,31040,0,0.0,0.0
1,0,0,381.25,4,1554.55,1554.55,0,0.0,2,381.25,2114,2,1,0,31033,0,1000.0,1.0
1,1,0,283.71000000000004,1,158.68,158.68,0,0.0,2,283.71000000000004,833,2,0,0,31015,0,1000.0,1.0
1,0,0,198.53,6,791.46,791.46,0,0.0,1,198.53,646,1,0,0,31038,0,1000.0,1.0
0,0,0,345.81,0,0.0,0.0,1,184.76,2,345.81,1003,2,0,0,35015,0,0.0,0.0
1,0,0,185.47,3,636.3,636.3,0,0.0,1,185.47,833,1,0,0,31100,0,1000.0,1.0
1,0,0,569.12,0,0.0,0.0,0,0.0,2,569.12,1542,2,0,1,31033,0,0.0,0.0
0,0,0,185.89,0,0.0,0.0,1,183.45,1,185.89,812,1,1,0,30038,0,0.0,0.0
1,0,0,407.05,0,0.0,0.0,6,1009.64,2,407.05,833,2,0,0,31017,0,0.0,0.0
1,0,0,392.40999999999997,5,1001.35,947.6,0,0.0,2,392.40999999999997,833,2,0,0,31032,0,1000.0,0.9463224646726919
0,0,0,531.93,12,3469.68,3469.68,0,0.0,3,531.9300000000001,1086,3,0,0,31050,0,1000.0,1.0
1,0,0,1038.11,0,0.0,0.0,0,0.0,1,1038.11,646,1,1,1,31050,0,0.0,0.0
1,0,0,563.5799999999999,0,0.0,0.0,2,682.95,2,563.5799999999999,833,2,1,0,31030,0,0.0,0.0
1,0,0,2441.2400000000002,1,519.8,519.8,3,1340.89,7,2441.2400000000002,779,7,0,0,31044,0,0.38765297675424526,1.0
1,0,0,150.88,0,0.0,0.0,0,0.0,1,150.88,654,1,1,1,31033,0,0.0,0.0
1,0,0,580.27,0,0.0,0.0,0,0.0,5,580.27,660,5,1,1,31039,0,0.0,0.0
0,0,0,89.9,7,269.78,269.78,3,213.4,2,89.9,830,2,0,0,36060,0,1.264198687910028,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31050,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31037,0,0.0,0.0
0,0,0,244.58,8,5212.83,5212.83,2,97.36,1,244.58,646,1,0,0,31055,0,53.54180361544782,1.0
1,0,0,606.56,3,439.78,439.78,4,853.46,2,606.56,833,2,0,0,31056,0,0.5152906990368616,1.0
1,0,0,655.6800000000001,4,758.62,758.62,8,1204.71,3,655.6800000000001,1197,3,0,0,31010,0,0.6297117148525371,1.0
1,0,0,448.6,0,0.0,0.0,6,1533.15,2,448.6,833,2,0,0,31032,0,0.0,0.0
1,0,0,1940.2200000000003,0,0.0,0.0,0,0.0,8,1940.22,842,8,0,1,31032,0,0.0,0.0
0,0,0,1008.56,0,0.0,0.0,0,0.0,1,1008.56,833,1,0,1,43044,0,0.0,0.0
1,0,0,520.67,0,0.0,0.0,1,204.25,2,520.67,833,2,0,0,35015,0,0.0,0.0
1,0,0,300.87,0,0.0,0.0,6,770.22,2,300.87,833,2,0,0,31030,0,0.0,0.0
1,0,0,960.99,12,4714.98,4714.98,0,0.0,2,960.99,833,2,0,0,31030,0,1000.0,1.0
1,0,0,318.81,0,0.0,0.0,5,839.87,2,318.81,833,2,0,0,31055,0,0.0,0.0
0,0,0,447.64000000000004,4,625.35,625.35,0,0.0,4,447.64000000000004,850,4,0,0,46100,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31020,0,0.0,0.0
1,0,0,21.08,0,0.0,0.0,0,0.0,1,21.08,2000,1,1,1,36022,0,0.0,0.0
1,0,0,632.46,0,0.0,0.0,0,0.0,1,632.46,1377,1,0,1,31020,0,0.0,0.0
1,0,0,464.57,0,0.0,0.0,1,208.96,2,464.57,833,2,0,0,31010,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31010,0,0.0,0.0
1,0,1,1493.68,1,219.98,219.98,0,0.0,8,1493.68,842,8,0,0,31100,0,1000.0,1.0
1,0,0,338.40999999999997,7,1735.16,1735.16,0,0.0,2,338.40999999999997,850,2,0,0,31050,0,1000.0,1.0
1,0,0,160.9,0,0.0,0.0,0,0.0,1,160.9,646,1,1,1,31037,0,0.0,0.0
0,0,0,721.8800000000001,0,0.0,0.0,0,0.0,4,721.8800000000001,1598,4,0,1,31040,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31040,0,0.0,0.0
1,0,0,1999.71,0,0.0,0.0,0,0.0,2,1999.71,833,2,0,1,31030,0,0.0,0.0
1,0,0,318.81,3,437.43,372.0,3,393.12,2,318.81,833,2,0,0,31058,0,0.9462759462759462,0.8504217817707976
0,0,0,274.94,15,2740.75,2740.75,0,0.0,2,274.94,850,2,0,0,31050,0,1000.0,1.0
1,0,0,196.74,10,7532.38,7532.38,0,0.0,2,196.74,850,2,0,0,30030,0,1000.0,1.0
1,0,0,2490.4700000000003,0,0.0,0.0,0,0.0,5,2490.4700000000003,709,5,0,1,31031,0,0.0,0.0
1,0,0,483.91,5,1164.18,1164.18,0,0.0,2,483.91,833,2,0,0,31030,0,1000.0,1.0
1,0,0,509.17999999999995,6,1771.09,1771.09,0,0.0,2,509.17999999999995,833,2,0,0,31050,0,1000.0,1.0
0,0,0,352.38,0,0.0,0.0,0,0.0,2,352.38,833,2,1,1,31010,0,0.0,0.0
0,0,0,112.48,2,352.38,352.38,0,0.0,1,112.48,639,1,0,0,31010,0,1000.0,1.0
1,0,0,911.5699999999999,1,46.18,46.18,1,89.18,2,911.5699999999999,833,2,0,0,31015,0,0.5178291096658443,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31044,0,0.0,0.0
0,0,0,300.87,7,1380.77,1380.77,0,0.0,2,300.87,833,2,0,0,31017,0,1000.0,1.0
1,0,0,185.47,0,0.0,0.0,0,0.0,1,185.47,833,1,1,1,31038,0,0.0,0.0
1,0,0,147.38,28,9054.81,8873.55,10,2853.65,1,147.38,833,1,0,0,31027,0,3.109543917439069,0.9799819101670825
1,0,1,183.2,0,0.0,0.0,0,0.0,1,183.2,833,1,0,1,30037,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31030,0,0.0,0.0
1,0,1,275.11,19,2743.69,2729.04,2,188.84,2,275.11,850,2,0,0,31039,0,14.451599237449692,0.9946604754910358
1,0,1,2337.33,5,1320.44,1320.44,0,0.0,8,2337.33,842,8,0,0,31030,0,1000.0,1.0
0,0,0,346.05,7,2784.21,2784.21,0,0.0,1,346.05,646,1,0,0,31027,0,1000.0,1.0
1,0,1,318.81,0,0.0,0.0,5,754.61,2,318.81,833,2,0,0,31100,0,0.0,0.0
0,0,0,420.65,0,0.0,0.0,0,0.0,2,420.65,2290,2,0,1,31022,0,0.0,0.0
1,0,0,481.67999999999995,14,2340.87,2340.87,0,0.0,3,481.68,1197,3,0,0,33170,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31040,0,0.0,0.0
1,0,0,560.3,7,2327.49,2092.88,12,4160.29,2,560.3,833,2,0,0,31040,0,0.5030610846840005,0.8992004262102095
1,0,0,975.8199999999999,0,0.0,0.0,1,378.08,2,975.8199999999999,833,2,1,0,31040,0,0.0,0.0
1,0,0,455.58000000000004,0,0.0,0.0,0,0.0,3,455.58000000000004,993,3,1,1,31033,0,0.0,0.0
1,0,0,1761.8200000000002,0,0.0,0.0,0,0.0,3,1761.8200000000002,1003,3,0,1,31050,0,0.0,0.0
1,0,0,569.79,5,1483.26,1362.49,1,325.61,2,569.79,833,2,0,0,31050,0,4.184423082829151,0.9185779971144641
1,0,0,332.95000000000005,2,303.22,303.22,0,0.0,2,332.95000000000005,833,2,0,0,31100,0,1000.0,1.0
0,0,0,446.97,10,2312.89,2312.89,0,0.0,2,446.97,833,2,0,0,31038,0,1000.0,1.0
1,0,0,162.12,0,0.0,0.0,1,150.33,1,162.12,833,1,1,0,31030,0,0.0,0.0
1,0,0,165.57,1,238.18,238.18,2,500.88,1,165.57,833,1,0,0,31048,0,0.4755230793802907,1.0
0,0,0,274.65999999999997,6,675.33,675.33,0,0.0,2,274.65999999999997,833,2,0,0,31033,0,1000.0,1.0
1,0,0,136.06,3,209.33,209.33,0,0.0,2,136.06,835,2,0,0,31010,0,1000.0,1.0
1,0,0,206.94,0,0.0,0.0,0,0.0,1,206.94,646,1,0,1,31030,0,0.0,0.0
1,0,0,106.86000000000001,0,0.0,0.0,1,58.93,2,106.86000000000001,653,2,0,0,31020,0,0.0,0.0
1,0,1,597.62,4,617.04,617.04,6,1008.03,3,597.62,1197,3,0,0,31040,0,0.6121246391476444,1.0
1,0,0,483.51,4,422.3,422.3,16,2451.91,2,483.51,833,2,0,0,31044,0,0.17223307543914745,1.0
1,0,0,221.11,6,905.81,905.81,16,2451.91,2,221.11,835,2,0,0,31044,0,0.3694303624521292,1.0
0,0,0,560.14,8,4330.86,4330.86,0,0.0,2,560.14,833,2,0,0,31020,0,1000.0,1.0
0,0,0,295.47,0,0.0,0.0,0,0.0,1,295.47,646,1,1,1,31040,0,0.0,0.0
0,0,0,1217.06,0,0.0,0.0,0,0.0,4,1217.06,1197,4,0,1,31023,0,0.0,0.0
1,0,1,311.05,1,93.18,93.18,3,440.36,2,311.05,833,2,0,0,31033,0,0.2115996003270052,1.0
1,0,0,468.1,0,0.0,0.0,4,876.68,2,468.1,833,2,1,0,31050,0,0.0,0.0
1,0,0,264.9,0,0.0,0.0,0,0.0,1,264.9,660,1,1,1,31033,0,0.0,0.0
1,0,0,294.74,0,0.0,0.0,9,2375.46,1,294.74,646,1,0,0,31044,0,0.0,0.0
1,0,0,357.32,0,0.0,0.0,12,1722.28,2,357.32,833,2,1,0,31056,0,0.0,0.0
1,0,0,76.52,3,159.54,159.54,1,57.61,1,76.52,653,1,1,0,31011,0,2.769310883527165,1.0
1,0,0,137.11,0,0.0,0.0,0,0.0,1,137.11,660,1,1,1,31022,0,0.0,0.0
0,0,0,427.91,3,511.12,511.12,2,453.58,2,427.91,833,2,0,0,31031,0,1.1268574452136337,1.0
0,0,0,430.87,7,5329.02,5329.02,1,18.59,2,430.87,833,2,0,0,35017,0,286.6605701990318,1.0
1,0,0,332.79,3,481.09,481.09,1,109.91,2,332.79,833,2,1,0,31022,0,4.377126740060049,1.0
1,0,0,34.01,0,0.0,0.0,0,0.0,1,34.01,1008,1,1,1,31010,0,0.0,0.0
1,0,0,679.75,5,1250.43,1250.43,0,0.0,3,679.75,1003,3,0,0,31058,0,1000.0,1.0
1,0,1,317.78,2,225.76,145.88,5,904.45,2,317.78,833,2,0,0,31044,0,0.16129139255901376,0.6461729270021261
1,0,1,117.86,4,543.54,463.66,5,904.45,1,117.86,639,1,0,0,31044,0,0.5126430427331528,0.8530374949405749
1,0,0,161.06,0,0.0,0.0,1,115.07,1,161.06,504,1,1,0,31040,0,0.0,0.0
1,0,0,816.9300000000001,0,0.0,0.0,8,3657.12,2,816.9300000000001,833,2,0,0,31040,0,0.0,0.0
0,0,0,731.3,10,2821.43,2821.43,0,0.0,3,731.3,1003,3,0,0,31040,0,1000.0,1.0
1,0,1,674.4200000000001,0,0.0,0.0,4,1201.88,2,674.4200000000001,833,2,0,0,31034,0,0.0,0.0
1,0,0,179.49,0,0.0,0.0,0,0.0,1,179.49,534,1,0,1,31035,0,0.0,0.0
1,0,0,174.1,0,0.0,0.0,3,266.73,2,174.1,850,2,1,0,31040,0,0.0,0.0
1,0,0,1048.77,0,0.0,0.0,0,0.0,8,1048.77,737,8,1,1,31030,0,0.0,0.0
1,0,0,284.94,0,0.0,0.0,0,0.0,1,284.94,833,1,1,1,31039,0,0.0,0.0
1,0,1,1288.4,0,0.0,0.0,5,2839.91,2,1288.4,833,2,0,0,31035,0,0.0,0.0
0,0,1,390.16999999999996,0,0.0,0.0,0,0.0,2,390.16999999999996,562,2,0,1,31040,0,0.0,0.0
0,0,0,522.05,2,1432.8,1432.8,1,422.13,2,522.05,1714,2,0,0,31030,0,3.3942150522350936,1.0
1,0,0,329.63,0,0.0,0.0,1,149.38,2,329.63,833,2,0,0,31031,0,0.0,0.0
1,0,0,316.08000000000004,8,2609.94,2513.95,3,623.6,2,316.08000000000004,833,2,0,0,31040,0,4.031350224502886,0.9632213767366299
1,0,0,122.19,2,443.41,443.41,9,1850.4,1,122.19,653,1,1,0,31010,0,0.2396292693471682,1.0
1,0,0,400.74,1,174.56,174.56,0,0.0,2,400.74,833,2,0,0,31050,0,1000.0,1.0
0,0,0,264.75,1,238.61,238.61,0,0.0,1,264.75,812,1,0,0,31100,0,1000.0,1.0
1,0,0,280.22,0,0.0,0.0,0,0.0,2,280.22,1003,2,0,1,31048,0,0.0,0.0
1,0,0,985.63,0,0.0,0.0,12,2630.32,4,985.63,833,4,0,0,31027,0,0.0,0.0
1,0,0,308.69,0,0.0,0.0,3,536.45,2,308.69,833,2,1,0,31020,0,0.0,0.0
1,0,0,292.67,2,308.69,308.69,3,536.45,3,292.67,1355,3,0,0,31020,0,0.5754310746574703,1.0
0,0,1,170.70999999999998,2,304.78,304.78,11,1204.25,2,170.70999999999998,830,2,0,0,31036,0,0.25308698359975085,1.0
1,0,0,294.82,16,1470.61,1470.61,1,259.85,2,294.82,850,2,0,0,31033,0,5.659457379257263,1.0
0,0,0,174.65,6,481.77,481.77,0,0.0,2,174.65,850,2,0,0,31050,0,1000.0,1.0
1,0,0,679.61,18,7819.47,7061.57,2,1909.45,2,679.61,833,2,0,0,31057,0,3.698222001099793,0.9030752723650067
1,0,1,3641.36,7,7106.75,6799.45,3,2498.72,4,3641.36,833,4,0,0,30027,0,2.721173240699238,0.9567594188623492
1,0,0,820.15,0,0.0,0.0,0,0.0,2,820.15,660,2,1,1,31044,0,0.0,0.0
1,0,1,1292.32,15,5018.81,4445.93,3,1172.52,7,1292.3200000000002,1714,7,0,0,31022,0,3.791773274656296,0.8858534194360814
1,0,0,230.83,0,0.0,0.0,0,0.0,1,230.83,646,1,1,1,31038,0,0.0,0.0
0,0,0,152.64,0,0.0,0.0,1,110.81,1,152.64,527,1,1,0,35131,0,0.0,0.0
1,0,0,424.22,0,0.0,0.0,4,602.49,3,424.22,1003,3,1,0,31100,0,0.0,0.0
1,0,0,662.19,0,0.0,0.0,0,0.0,1,662.19,646,1,1,1,31039,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,1,135.68,1,161.06,504,1,1,0,31059,0,0.0,0.0
1,0,0,654.94,0,0.0,0.0,6,5708.34,1,654.94,833,1,1,0,31038,0,0.0,0.0
0,0,0,630.62,3,674.26,674.26,0,0.0,2,630.62,833,2,0,0,31010,0,1000.0,1.0
1,0,0,598.9200000000001,6,1189.01,1189.01,0,0.0,4,598.9200000000001,1197,4,0,0,30020,0,1000.0,1.0
1,0,0,483.71000000000004,3,755.0,388.28,4,937.59,2,483.71000000000004,833,2,0,0,30010,0,0.4141255772779146,0.5142781456953642
1,0,0,147.03,0,0.0,0.0,1,143.4,1,147.03,654,1,0,0,31050,0,0.0,0.0
1,0,0,372.69,0,0.0,0.0,0,0.0,2,372.69,833,2,0,1,31050,0,0.0,0.0
1,0,0,241.28,0,0.0,0.0,0,0.0,1,241.28,646,1,0,1,31033,0,0.0,0.0
0,0,1,528.15,3,337.02,337.02,0,0.0,2,528.15,850,2,0,0,31037,0,1000.0,1.0
1,0,0,418.28,0,0.0,0.0,3,1988.11,1,418.28,833,1,1,0,31057,0,0.0,0.0
0,0,0,403.32,0,0.0,0.0,0,0.0,1,403.32,646,1,0,1,37131,0,0.0,0.0
1,0,1,1929.0900000000001,3,2087.37,1425.0,1,838.73,3,1929.0900000000001,1197,3,0,0,30027,0,1.6989972935271183,0.6826772445709194
1,0,0,1671.66,4,804.74,558.99,0,0.0,7,1671.66,1714,7,0,0,31030,0,1000.0,0.6946218654472252
1,0,0,3099.53,12,16115.47,15265.4,17,14404.85,2,3099.53,833,2,0,0,42021,0,1.0597402958031497,0.9472513057329386
0,0,0,1952.8400000000001,13,4542.07,4542.07,0,0.0,4,1952.8400000000001,1197,4,0,0,31058,0,1000.0,1.0
1,0,0,337.65,5,797.5,797.5,0,0.0,2,337.65,833,2,0,0,31032,0,1000.0,1.0
1,0,0,1877.0700000000002,8,3585.36,3585.36,0,0.0,3,1877.0700000000002,1003,3,0,0,76016,0,1000.0,1.0
1,0,0,894.8,0,0.0,0.0,4,1293.2,3,894.8,1003,3,1,0,35010,0,0.0,0.0
0,0,0,113.14,0,0.0,0.0,0,0.0,2,113.14,850,2,0,1,31050,0,0.0,0.0
1,0,0,1334.52,2,1544.13,1164.02,2,1496.97,2,1334.52,833,2,1,0,31011,0,0.7775840531206369,0.7538354931255787
1,0,0,604.88,1,323.22,15.82,9,4359.18,2,604.88,833,2,1,0,31100,0,0.0036291229084369075,0.04894499102778293
1,0,1,987.98,0,0.0,0.0,4,2762.82,2,987.98,833,2,0,0,31010,0,0.0,0.0
1,0,0,159.98000000000002,36,4182.45,4182.45,1,297.8,3,159.98000000000002,850,3,0,0,16145,0,14.04449294828744,1.0
1,0,0,1129.47,8,4532.11,4532.11,0,0.0,2,1129.47,833,2,0,0,31032,0,1000.0,1.0
1,0,1,757.7,0,0.0,0.0,0,0.0,1,757.7,646,1,0,1,31056,0,0.0,0.0
1,0,0,356.65,0,0.0,0.0,1,173.07,2,356.65,833,2,1,0,31030,0,0.0,0.0
0,0,0,451.88000000000005,40,14097.28,14097.28,0,0.0,8,451.88,830,8,0,0,35011,0,1000.0,1.0
0,0,0,431.63,0,0.0,0.0,0,0.0,2,431.63,833,2,0,1,32030,0,0.0,0.0
1,0,0,724.04,0,0.0,0.0,8,4503.08,1,724.04,646,1,1,0,31052,0,0.0,0.0
1,0,0,212.01,2,264.49,264.49,5,620.31,2,212.01,850,2,0,0,31023,0,0.42638358240234725,1.0
0,0,0,185.47,7,2277.93,2277.93,0,0.0,1,185.47,833,1,0,0,30016,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,1,13.87,1,161.06,504,1,0,0,31040,0,0.0,0.0
0,0,0,404.83,2,340.23,340.23,0,0.0,2,404.83,2150,2,0,0,36028,0,1000.0,1.0
1,0,0,619.5899999999999,0,0.0,0.0,4,1015.94,2,619.5899999999999,833,2,1,0,31033,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31048,0,0.0,0.0
1,0,0,320.37,0,0.0,0.0,5,602.46,2,320.37,1714,2,0,0,31030,0,0.0,0.0
1,0,0,283.71000000000004,16,1747.98,1747.98,0,0.0,2,283.71000000000004,833,2,0,0,31021,0,1000.0,1.0
0,0,0,87.11,11,4887.87,4331.19,5,2917.96,1,87.11,850,1,1,0,31054,0,1.4843212381252655,0.8861099006315634
1,0,1,1125.44,6,3436.54,3436.54,0,0.0,2,1125.44,833,2,0,0,31040,0,1000.0,1.0
1,0,1,2782.51,3,4891.0,4296.71,0,0.0,2,2782.51,1555,2,0,0,31011,0,1000.0,0.8784931506849315
1,0,0,1944.8200000000002,24,6623.59,6623.59,0,0.0,2,1944.8200000000002,833,2,0,0,31033,0,1000.0,1.0
1,0,0,60.43,26,8568.41,8568.41,0,0.0,1,60.43,850,1,0,0,31033,0,1000.0,1.0
1,0,0,483.71000000000004,0,0.0,0.0,5,1209.85,2,483.71000000000004,833,2,1,0,31057,0,0.0,0.0
1,0,1,1039.0,0,0.0,0.0,0,0.0,3,1039.0,1598,3,0,1,31020,0,0.0,0.0
1,0,0,2116.12,3,244.36,244.36,2,111.18,7,2116.12,779,7,0,0,36061,0,2.1978773160640404,1.0
1,1,0,407.05,8,9908.36,9908.36,0,0.0,2,407.05,833,2,0,0,35017,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,1,150.66,1,161.06,504,1,1,0,31011,0,0.0,0.0
0,0,0,10336.25,2,5726.2,5726.2,0,0.0,3,10336.25,1377,3,0,0,89030,0,1000.0,1.0
1,0,0,483.91,0,0.0,0.0,6,1210.18,2,483.91,833,2,0,0,31040,0,0.0,0.0
1,0,0,283.71000000000004,3,361.16,361.16,5,676.95,2,283.71000000000004,833,2,0,0,31030,0,0.5335105990102667,1.0
1,0,1,1437.88,8,5963.49,5853.3,0,0.0,2,1437.88,833,2,0,0,31022,0,1000.0,0.9815225648068497
0,0,0,1276.8400000000001,5,729.49,729.49,2,833.5,7,1276.8400000000001,1714,7,0,0,31015,0,0.8752129574085183,1.0
1,0,0,447.34000000000003,7,1216.87,1216.87,0,0.0,2,447.34000000000003,833,2,1,0,31050,0,1000.0,1.0
0,0,0,383.65,1,111.09,111.09,0,0.0,1,383.65,1785,1,0,0,33070,0,1000.0,1.0
1,0,1,545.55,0,0.0,0.0,14,3738.44,2,545.55,833,2,0,0,31040,0,0.0,0.0
1,0,1,170.94,2,545.55,545.55,14,3738.44,2,170.94,850,2,1,0,31040,0,0.14592985309380382,1.0
1,0,0,162.94,2,402.36,402.36,0,0.0,1,162.94,1003,1,0,0,31027,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31048,0,0.0,0.0
1,0,0,390.92,0,0.0,0.0,0,0.0,1,390.92,646,1,0,1,92024,0,0.0,0.0
1,0,0,318.81,10,1359.33,1359.33,0,0.0,2,318.81,833,2,0,0,31038,0,1000.0,1.0
1,0,0,318.82,8,1171.44,909.35,1,110.67,2,318.82,833,2,0,0,31050,0,8.216770579199421,0.7762668169091033
1,0,1,1556.21,0,0.0,0.0,0,0.0,2,1556.21,833,2,0,1,31032,0,0.0,0.0
1,0,0,152.64,0,0.0,0.0,1,149.79,1,152.64,527,1,0,0,31036,0,0.0,0.0
1,0,0,79.2,0,0.0,0.0,3,290.97,1,79.2,835,1,0,0,31044,0,0.0,0.0
1,0,1,6498.110000000001,0,0.0,0.0,1,1766.27,3,6498.110000000001,1197,3,0,0,31022,0,0.0,0.0
1,0,0,674.81,0,0.0,0.0,0,0.0,1,674.81,646,1,1,1,31030,0,0.0,0.0
0,0,0,105.45,0,0.0,0.0,0,0.0,1,105.45,1086,1,1,1,62010,0,0.0,0.0
0,0,0,509.17999999999995,8,4384.47,4384.47,0,0.0,2,509.17999999999995,833,2,0,0,31035,0,1000.0,1.0
1,0,0,544.15,4,451.37,451.37,6,1865.98,2,544.15,833,2,0,0,31033,0,0.2418943397035338,1.0
1,0,0,140.16,6,995.52,995.52,6,1865.98,2,140.16,850,2,1,0,31033,0,0.533510541377721,1.0
1,0,0,566.27,7,1274.38,1274.38,0,0.0,3,566.27,1565,3,0,0,31010,0,1000.0,1.0
1,0,0,315.91999999999996,11,1211.48,1211.48,0,0.0,2,315.91999999999996,833,2,0,0,31011,0,1000.0,1.0
1,0,1,677.24,3,1167.5,1021.0,8,2129.83,2,677.24,833,2,0,0,31037,0,0.4793809834587737,0.8745182012847966
1,0,0,407.05,0,0.0,0.0,13,1430.48,2,407.05,833,2,0,0,31023,0,0.0,0.0
1,0,0,132.16,2,407.05,407.05,13,1430.48,2,132.16,850,2,1,0,31023,0,0.2845548347407863,1.0
1,0,0,392.40999999999997,5,909.88,909.88,0,0.0,2,392.40999999999997,833,2,0,0,31048,0,1000.0,1.0
1,1,0,4097.5,4,1138.01,1138.01,0,0.0,6,4097.5,2290,6,0,0,35010,0,1000.0,1.0
0,0,0,398.89,4,548.43,548.43,0,0.0,3,398.89000000000004,1052,3,1,0,31017,0,1000.0,1.0
1,0,0,334.63,0,0.0,0.0,5,637.7,3,334.63,2150,3,1,0,31017,0,0.0,0.0
1,0,1,1763.21,0,0.0,0.0,6,1875.46,7,1763.21,954,7,1,0,31022,0,0.0,0.0
1,0,1,120.89,0,0.0,0.0,2,113.15,2,120.89,721,2,0,0,31029,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31044,0,0.0,0.0
1,0,0,1895.35,1,332.22,0.03,2,846.63,3,1895.3500000000001,1003,3,0,0,31020,0,3.543460543566847e-05,9.030160736861115e-05
1,0,0,834.49,5,1986.49,1751.12,2,927.21,2,834.49,833,2,0,0,31038,0,1.888590502690868,0.8815146313346656
0,0,0,321.95000000000005,0,0.0,0.0,2,293.38,2,321.95000000000005,833,2,0,0,31033,0,0.0,0.0
0,0,0,392.40999999999997,0,0.0,0.0,0,0.0,2,392.40999999999997,833,2,0,1,31040,0,0.0,0.0
